"Classification_ID","Run_ID","US_ID","Condition","Question_ID","Segment_ID","Question_Original","Gap_Normalized","Contextual_Category","Coverage","Functional_Relevance","Evidence","Justification","Judge_ID","Adjudication_Status"
"CLS0278","US08_C0_R2","US08","C0","Q01","S01","Should a moderator-controlled manual close/reveal be part of this feature, or should reveal occur only after all required estimators submit?","","","","","","","","Pending"
"CLS0279","US08_C0_R2","US08","C0","Q02","S01","Is the required estimator set fixed at round start, or recalculated dynamically as estimators connect/disconnect?","","","","","","","","Pending"
"CLS0280","US08_C0_R2","US08","C0","Q03","S01","If an estimator disconnects after the round starts but before submitting, should their estimate still be required for automatic reveal?","","","","","","","","Pending"
"CLS0281","US08_C0_R2","US08","C0","Q04","S01","Before reveal, may an estimator change/resubmit their hidden estimate, or is the first submission final?","","","","","","","","Pending"
"CLS0282","US08_C0_R2","US08","C0","Q05","S01","After reveal, should estimates be visible to all participants including spectators, or only to estimators/moderators?","","","","","","","","Pending"
"CLS0283","US08_C0_R2","US08","C0","Q06","S01","[NEEDS CLARIFICATION] Should a moderator-controlled manual close/reveal be part of this feature, or should reveal occur only after all required estimators submit?","","","","","","","","Pending"
"CLS0284","US08_C0_R2","US08","C0","Q07","S01","[NEEDS CLARIFICATION] Is the required estimator set fixed at round start, or recalculated dynamically as estimators connect/disconnect?","","","","","","","","Pending"
"CLS0285","US08_C0_R2","US08","C0","Q08","S01","[NEEDS CLARIFICATION] If an estimator disconnects after the round starts but before submitting, should their estimate still be required for automatic reveal?","","","","","","","","Pending"
"CLS0286","US08_C0_R2","US08","C0","Q09","S01","[NEEDS CLARIFICATION] Before reveal, may an estimator change/resubmit their hidden estimate, or is the first submission final?","","","","","","","","Pending"
"CLS0287","US08_C0_R2","US08","C0","Q10","S01","[NEEDS CLARIFICATION] After reveal, should estimates be visible to all participants including spectators, or only to estimators/moderators?","","","","","","","","Pending"
"CLS0288","US08_C0_R3","US08","C0","Q01","S01","Are required estimators fixed at round start or recalculated dynamically as participants connect/disconnect? Options: A) fixed at round start, B) dynamic connected active estimators, C) moderator-selected per round.","","","","","","","","Pending"
"CLS0289","US08_C0_R3","US08","C0","Q02","S01","If an active estimator disconnects after submitting but before reveal, should their estimate still be revealed? Options: A) yes, B) no, C) only if they reconnect.","","","","","","","","Pending"
"CLS0290","US08_C0_R3","US08","C0","Q03","S01","Who may see revealed estimates after reveal? Options: A) active estimators only, B) all participants including spectators, C) moderator only until shared.","","","","","","","","Pending"
"CLS0291","US08_C0_R3","US08","C0","Q04","S01","Before reveal, may the submitting estimator see or change their own hidden estimate? Options: A) see and change, B) see only, C) neither see nor change.","","","","","","","","Pending"
"CLS0292","US08_C0_R3","US08","C0","Q05","S01","What should happen when the moderator closes voting with no submitted estimates? Options: A) reveal empty result, B) cancel round, C) keep voting open.","","","","","","","","Pending"
"CLS0293","US08_C0_R4","US08","C0","Q01","S01","When determining “every estimator has submitted,” is the required estimator set fixed at round start or recalculated from currently connected active estimators at reveal time?","","","","","","","","Pending"
"CLS0294","US08_C0_R4","US08","C0","Q02","S01","If an estimator disconnects before submitting, should their missing estimate immediately stop blocking reveal, or should the round continue waiting until moderator closes voting?","","","","","","","","Pending"
"CLS0295","US08_C0_R4","US08","C0","Q03","S01","Before reveal, may an estimator change or resubmit their hidden estimate, or is the first submission final?","","","","","","","","Pending"
"CLS0296","US08_C0_R4","US08","C0","Q04","S01","When the moderator closes voting with no submitted estimates, should the system reveal an empty result state or prevent closure?","","","","","","","","Pending"
"CLS0297","US08_C0_R4","US08","C0","Q05","S01","After reveal, should estimates be visible only to currently connected participants, or also to participants who reconnect or join the round later?","","","","","","","","Pending"
"CLS0298","US08_C0_R4","US08","C0","Q06","S01","[NEEDS CLARIFICATION] When determining “every estimator has submitted,” is the required estimator set fixed at round start or recalculated from currently connected active estimators at reveal time?","","","","","","","","Pending"
"CLS0299","US08_C0_R4","US08","C0","Q07","S01","[NEEDS CLARIFICATION] If an estimator disconnects before submitting, should their missing estimate immediately stop blocking reveal, or should the round continue waiting until moderator closes voting?","","","","","","","","Pending"
"CLS0300","US08_C0_R4","US08","C0","Q08","S01","[NEEDS CLARIFICATION] Before reveal, may an estimator change or resubmit their hidden estimate, or is the first submission final?","","","","","","","","Pending"
"CLS0301","US08_C0_R4","US08","C0","Q09","S01","[NEEDS CLARIFICATION] When the moderator closes voting with no submitted estimates, should the system reveal an empty result state or prevent closure?","","","","","","","","Pending"
"CLS0302","US08_C0_R4","US08","C0","Q10","S01","[NEEDS CLARIFICATION] After reveal, should estimates be visible only to currently connected participants, or also to participants who reconnect or join the round later?","","","","","","","","Pending"
"CLS0303","US08_C0_R5","US08","C0","Q01","S01","When should the required estimator set be fixed: at round start, dynamically at reveal check time, or when each participant first becomes active?","","","","","","","","Pending"
"CLS0304","US08_C0_R5","US08","C0","Q02","S01","If an estimator disconnects after submitting but before reveal, should their submitted estimate still be included in the reveal?","","","","","","","","Pending"
"CLS0305","US08_C0_R5","US08","C0","Q03","S01","Should spectators be allowed to see revealed estimates, or only active estimators and moderators?","","","","","","","","Pending"
"CLS0306","US08_C0_R5","US08","C0","Q04","S01","If the moderator closes voting when no estimates have been submitted, should the round reveal an empty result, stay hidden/open, or be cancelled?","","","","","","","","Pending"
"CLS0307","US08_C0_R5","US08","C0","Q05","S01","Before reveal, may an estimator revise their own submitted estimate, or is the first submission final for the round?","","","","","","","","Pending"
"CLS0308","US08_C0_R5","US08","C0","Q06","S01","[NEEDS CLARIFICATION] When should the required estimator set be fixed: at round start, dynamically at reveal check time, or when each participant first becomes active?","","","","","","","","Pending"
"CLS0309","US08_C0_R5","US08","C0","Q07","S01","[NEEDS CLARIFICATION] If an estimator disconnects after submitting but before reveal, should their submitted estimate still be included in the reveal?","","","","","","","","Pending"
"CLS0310","US08_C0_R5","US08","C0","Q08","S01","[NEEDS CLARIFICATION] Should spectators be allowed to see revealed estimates, or only active estimators and moderators?","","","","","","","","Pending"
"CLS0311","US08_C0_R5","US08","C0","Q09","S01","[NEEDS CLARIFICATION] If the moderator closes voting when no estimates have been submitted, should the round reveal an empty result, stay hidden/open, or be cancelled?","","","","","","","","Pending"
"CLS0312","US08_C0_R5","US08","C0","Q10","S01","[NEEDS CLARIFICATION] Before reveal, may an estimator revise their own submitted estimate, or is the first submission final for the round?","","","","","","","","Pending"
"CLS0313","US08_CD_R1","US08","CD","Q01","S01","Is the set of required active estimators fixed at round start, or recalculated dynamically as participants connect/disconnect during the round?","","","","","","","","Pending"
"CLS0314","US08_CD_R1","US08","CD","Q02","S01","When the moderator closes voting with no submitted estimates, should the round enter a revealed/closed state with an empty result, or remain unrevealed?","","","","","","","","Pending"
"CLS0315","US08_CD_R1","US08","CD","Q03","S01","After estimates are revealed, should participants who reconnect or join late be able to see the revealed estimates for that round?","","","","","","","","Pending"
"CLS0316","US08_CD_R1","US08","CD","Q04","S01","If an estimator submits and then disconnects before reveal, should their submitted estimate still be included in the reveal?","","","","","","","","Pending"
"CLS0317","US08_CD_R1","US08","CD","Q05","S01","Who is allowed to see revealed estimates: all connected participants including spectators, or only estimators and moderators?","","","","","","","","Pending"
"CLS0318","US08_CD_R1","US08","CD","Q06","S01","[NEEDS CLARIFICATION] Is the set of required active estimators fixed at round start, or recalculated dynamically as participants connect/disconnect during the round?","","","","","","","","Pending"
"CLS0319","US08_CD_R1","US08","CD","Q07","S01","[NEEDS CLARIFICATION] When the moderator closes voting with no submitted estimates, should the round enter a revealed/closed state with an empty result, or remain unrevealed?","","","","","","","","Pending"
"CLS0320","US08_CD_R1","US08","CD","Q08","S01","[NEEDS CLARIFICATION] After estimates are revealed, should participants who reconnect or join late be able to see the revealed estimates for that round?","","","","","","","","Pending"
"CLS0321","US08_CD_R1","US08","CD","Q09","S01","[NEEDS CLARIFICATION] If an estimator submits and then disconnects before reveal, should their submitted estimate still be included in the reveal?","","","","","","","","Pending"
"CLS0322","US08_CD_R1","US08","CD","Q10","S01","[NEEDS CLARIFICATION] Who is allowed to see revealed estimates: all connected participants including spectators, or only estimators and moderators?","","","","","","","","Pending"
"CLS0323","US08_CD_R2","US08","CD","Q01","S01","When an active estimator disconnects before submitting, should the system immediately re-evaluate completion and reveal if all remaining active estimators have submitted? Options: A) Yes, reveal immediately if completion is now met; B) No, wait for moderator closure.","","","","","","","","Pending"
"CLS0324","US08_CD_R2","US08","CD","Q02","S01","How should participants who join after a voting round has started affect the completion count? Options: A) Exclude late joiners until next round; B) Include late joiners if they are estimators; C) Moderator decides per round.","","","","","","","","Pending"
"CLS0325","US08_CD_R2","US08","CD","Q03","S01","Before reveal, may an estimator revise their own hidden estimate? Options: A) Yes, until reveal; B) No, first submission is final.","","","","","","","","Pending"
"CLS0326","US08_CD_R2","US08","CD","Q04","S01","When the moderator closes voting with no estimates submitted, what should happen? Options: A) Reveal an empty result; B) Keep round unrevealed; C) Cancel the round.","","","","","","","","Pending"
"CLS0327","US08_CD_R2","US08","CD","Q05","S01","After reveal, who can view the revealed estimates? Options: A) All connected participants including spectators; B) Estimators and moderator only; C) Only participants present at reveal time.","","","","","","","","Pending"
"CLS0328","US08_CD_R3","US08","CD","Q01","S01","When an active estimator disconnects before submitting, should they be immediately excluded from the completion count, or only excluded after a moderator action?","","","","","","","","Pending"
"CLS0329","US08_CD_R3","US08","CD","Q02","S01","If a disconnected estimator reconnects before reveal, should they regain active estimator status for the current round?","","","","","","","","Pending"
"CLS0330","US08_CD_R3","US08","CD","Q03","S01","When the moderator closes voting with no submitted estimates, should the round reveal an empty result set, remain unrevealed, or be cancelled?","","","","","","","","Pending"
"CLS0331","US08_CD_R3","US08","CD","Q04","S01","After estimates are revealed, should late submissions from previously excluded or disconnected estimators be rejected for the current round?","","","","","","","","Pending"
"CLS0332","US08_CD_R3","US08","CD","Q05","S01","Should revealed estimates be visible to spectators as well as estimators and moderators?","","","","","","","","Pending"
"CLS0333","US08_CD_R3","US08","CD","Q06","S01","[NEEDS CLARIFICATION] When an active estimator disconnects before submitting, should they be immediately excluded from the completion count, or only excluded after a moderator action?","","","","","","","","Pending"
"CLS0334","US08_CD_R3","US08","CD","Q07","S01","[NEEDS CLARIFICATION] If a disconnected estimator reconnects before reveal, should they regain active estimator status for the current round?","","","","","","","","Pending"
"CLS0335","US08_CD_R3","US08","CD","Q08","S01","[NEEDS CLARIFICATION] When the moderator closes voting with no submitted estimates, should the round reveal an empty result set, remain unrevealed, or be cancelled?","","","","","","","","Pending"
"CLS0336","US08_CD_R3","US08","CD","Q09","S01","[NEEDS CLARIFICATION] After estimates are revealed, should late submissions from previously excluded or disconnected estimators be rejected for the current round?","","","","","","","","Pending"
"CLS0337","US08_CD_R3","US08","CD","Q10","S01","[NEEDS CLARIFICATION] Should revealed estimates be visible to spectators as well as estimators and moderators?","","","","","","","","Pending"
"CLS0338","US08_CD_R4","US08","CD","Q01","S01","When an estimator disconnects before submitting, should the system immediately recalculate completion and reveal if all remaining active estimators have submitted, or wait for moderator action?","","","","","","","","Pending"
"CLS0339","US08_CD_R4","US08","CD","Q02","S01","If the moderator closes voting when no estimates have been submitted, should the round reveal an empty result set, cancel the round, or show a “no estimates submitted” state?","","","","","","","","Pending"
"CLS0340","US08_CD_R4","US08","CD","Q03","S01","After estimates are revealed, should participants who reconnect later be able to view the revealed estimates for that round?","","","","","","","","Pending"
"CLS0341","US08_CD_R4","US08","CD","Q04","S01","Before reveal, may an active estimator change their own hidden estimate, or is the first submitted estimate final for the round?","","","","","","","","Pending"
"CLS0342","US08_CD_R4","US08","CD","Q05","S01","[NEEDS CLARIFICATION] When an estimator disconnects before submitting, should the system immediately recalculate completion and reveal if all remaining active estimators have submitted, or wait for moderator action?","","","","","","","","Pending"
"CLS0343","US08_CD_R4","US08","CD","Q06","S01","[NEEDS CLARIFICATION] If the moderator closes voting when no estimates have been submitted, should the round reveal an empty result set, cancel the round, or show a “no estimates submitted” state?","","","","","","","","Pending"
"CLS0344","US08_CD_R4","US08","CD","Q07","S01","[NEEDS CLARIFICATION] After estimates are revealed, should participants who reconnect later be able to view the revealed estimates for that round?","","","","","","","","Pending"
"CLS0345","US08_CD_R4","US08","CD","Q08","S01","[NEEDS CLARIFICATION] Before reveal, may an active estimator change their own hidden estimate, or is the first submitted estimate final for the round?","","","","","","","","Pending"
"CLS0346","US08_CD_R5","US08","CD","Q01","S01","If an estimator submits an estimate and then disconnects before reveal, should their submitted estimate be included in the reveal?","","","","","","","","Pending"
"CLS0347","US08_CD_R5","US08","CD","Q02","S01","Before reveal, may participants see submission status, such as who has already submitted?","","","","","","","","Pending"
"CLS0348","US08_CD_R5","US08","CD","Q03","S01","After reveal, should spectators be able to see revealed estimates?","","","","","","","","Pending"
"CLS0349","US08_CD_R5","US08","CD","Q04","S01","What should happen if the moderator closes voting when no estimates have been submitted?","","","","","","","","Pending"
"CLS0350","US08_CD_R5","US08","CD","Q05","S01","If an excluded/disconnected estimator reconnects after estimates are revealed, may they submit or change an estimate for that round?","","","","","","","","Pending"
"CLS0351","US08_CD_R5","US08","CD","Q06","S01","[NEEDS CLARIFICATION] If an estimator submits an estimate and then disconnects before reveal, should their submitted estimate be included in the reveal?","","","","","","","","Pending"
"CLS0352","US08_CD_R5","US08","CD","Q07","S01","[NEEDS CLARIFICATION] Before reveal, may participants see submission status, such as who has already submitted?","","","","","","","","Pending"
"CLS0353","US08_CD_R5","US08","CD","Q08","S01","[NEEDS CLARIFICATION] After reveal, should spectators be able to see revealed estimates?","","","","","","","","Pending"
"CLS0354","US08_CD_R5","US08","CD","Q09","S01","[NEEDS CLARIFICATION] What should happen if the moderator closes voting when no estimates have been submitted?","","","","","","","","Pending"
"CLS0355","US08_CD_R5","US08","CD","Q10","S01","[NEEDS CLARIFICATION] If an excluded/disconnected estimator reconnects after estimates are revealed, may they submit or change an estimate for that round?","","","","","","","","Pending"
"CLS0356","US08_CL_R1","US08","CL","Q01","S01","When an active estimator disconnects before submitting, should they be immediately excluded from the required completion count, or should the round continue waiting until the moderator closes voting?","","","","","","","","Pending"
"CLS0357","US08_CL_R1","US08","CL","Q02","S01","Are revealed estimates visible to all participants including spectators, or only to connected estimators and moderators?","","","","","","","","Pending"
"CLS0358","US08_CL_R1","US08","CL","Q03","S01","If the moderator closes voting when no estimates have been submitted, should the system reveal an empty result, cancel the round, or prevent closure?","","","","","","","","Pending"
"CLS0359","US08_CL_R1","US08","CL","Q04","S01","If an estimator submitted an estimate, disconnects, and later reconnects before reveal, should their stored estimate remain included in the reveal?","","","","","","","","Pending"
"CLS0360","US08_CL_R1","US08","CL","Q05","S01","What should happen when a participant attempts to submit or change an estimate after reveal: reject silently, show an error, or require starting a new round first?","","","","","","","","Pending"
"CLS0361","US08_CL_R1","US08","CL","Q06","S01","[NEEDS CLARIFICATION] When an active estimator disconnects before submitting, should they be immediately excluded from the required completion count, or should the round continue waiting until the moderator closes voting?","","","","","","","","Pending"
"CLS0362","US08_CL_R1","US08","CL","Q07","S01","[NEEDS CLARIFICATION] Are revealed estimates visible to all participants including spectators, or only to connected estimators and moderators?","","","","","","","","Pending"
"CLS0363","US08_CL_R1","US08","CL","Q08","S01","[NEEDS CLARIFICATION] If the moderator closes voting when no estimates have been submitted, should the system reveal an empty result, cancel the round, or prevent closure?","","","","","","","","Pending"
"CLS0364","US08_CL_R1","US08","CL","Q09","S01","[NEEDS CLARIFICATION] If an estimator submitted an estimate, disconnects, and later reconnects before reveal, should their stored estimate remain included in the reveal?","","","","","","","","Pending"
"CLS0365","US08_CL_R1","US08","CL","Q10","S01","[NEEDS CLARIFICATION] What should happen when a participant attempts to submit or change an estimate after reveal: reject silently, show an error, or require starting a new round first?","","","","","","","","Pending"
"CLS0366","US08_CL_R2","US08","CL","Q01","S01","Should revealed estimates be visible to spectators as well as estimators, or only to active estimators?","","","","","","","","Pending"
"CLS0367","US08_CL_R2","US08","CL","Q02","S01","If an estimator disconnects after submitting but before reveal, should their submitted estimate still be revealed?","","","","","","","","Pending"
"CLS0368","US08_CL_R2","US08","CL","Q03","S01","If an active estimator disconnects before submitting, should the system immediately exclude them and reveal once remaining active estimators have submitted?","","","","","","","","Pending"
"CLS0369","US08_CL_R2","US08","CL","Q04","S01","When the moderator closes voting with no submitted estimates, should the round reveal an empty result or remain unrevealed?","","","","","","","","Pending"
"CLS0370","US08_CL_R2","US08","CL","Q05","S01","Before reveal, may an estimator revise their hidden estimate, or is only the first submission accepted?","","","","","","","","Pending"
"CLS0371","US08_CL_R2","US08","CL","Q06","S01","[NEEDS CLARIFICATION] Should revealed estimates be visible to spectators as well as estimators, or only to active estimators?","","","","","","","","Pending"
"CLS0372","US08_CL_R2","US08","CL","Q07","S01","[NEEDS CLARIFICATION] If an estimator disconnects after submitting but before reveal, should their submitted estimate still be revealed?","","","","","","","","Pending"
"CLS0373","US08_CL_R2","US08","CL","Q08","S01","[NEEDS CLARIFICATION] If an active estimator disconnects before submitting, should the system immediately exclude them and reveal once remaining active estimators have submitted?","","","","","","","","Pending"
"CLS0374","US08_CL_R2","US08","CL","Q09","S01","[NEEDS CLARIFICATION] When the moderator closes voting with no submitted estimates, should the round reveal an empty result or remain unrevealed?","","","","","","","","Pending"
"CLS0375","US08_CL_R2","US08","CL","Q10","S01","[NEEDS CLARIFICATION] Before reveal, may an estimator revise their hidden estimate, or is only the first submission accepted?","","","","","","","","Pending"
"CLS0376","US08_CL_R3","US08","CL","Q01","S01","When an active estimator disconnects before submitting, should their missing estimate still be required to trigger automatic reveal?","","","","","","","","Pending"
"CLS0377","US08_CL_R3","US08","CL","Q02","S01","Can an estimator change their hidden estimate before reveal?","","","","","","","","Pending"
"CLS0378","US08_CL_R3","US08","CL","Q03","S01","If a participant joins or becomes eligible during an active voting round, are they included in the completion count?","","","","","","","","Pending"
"CLS0379","US08_CL_R3","US08","CL","Q04","S01","After reveal, who must be able to see estimates?","","","","","","","","Pending"
"CLS0380","US08_CL_R3","US08","CL","Q05","S01","What should happen when the moderator closes voting with no submitted estimates?","","","","","","","","Pending"
"CLS0381","US08_CL_R3","US08","CL","Q06","S01","[NEEDS CLARIFICATION] When an active estimator disconnects before submitting, should their missing estimate still be required to trigger automatic reveal?","","","","","","","","Pending"
"CLS0382","US08_CL_R3","US08","CL","Q07","S01","[NEEDS CLARIFICATION] Can an estimator change their hidden estimate before reveal?","","","","","","","","Pending"
"CLS0383","US08_CL_R3","US08","CL","Q08","S01","[NEEDS CLARIFICATION] If a participant joins or becomes eligible during an active voting round, are they included in the completion count?","","","","","","","","Pending"
"CLS0384","US08_CL_R3","US08","CL","Q09","S01","[NEEDS CLARIFICATION] After reveal, who must be able to see estimates?","","","","","","","","Pending"
"CLS0385","US08_CL_R3","US08","CL","Q10","S01","[NEEDS CLARIFICATION] What should happen when the moderator closes voting with no submitted estimates?","","","","","","","","Pending"
"CLS0386","US08_CL_R4","US08","CL","Q01","S01","When an active estimator disconnects during a voting round before submitting, should they be permanently excluded from that round’s completion count, or only excluded while disconnected?","","","","","","","","Pending"
"CLS0387","US08_CL_R4","US08","CL","Q02","S01","If a disconnected estimator reconnects before reveal, can they still submit an estimate for the current round?","","","","","","","","Pending"
"CLS0388","US08_CL_R4","US08","CL","Q03","S01","After estimates are revealed, who should be able to see them?","","","","","","","","Pending"
"CLS0389","US08_CL_R4","US08","CL","Q04","S01","What should happen if the moderator closes voting when no estimates have been submitted?","","","","","","","","Pending"
"CLS0390","US08_CL_R4","US08","CL","Q05","S01","Should late estimate submissions be blocked after a manual close/reveal?","","","","","","","","Pending"
"CLS0391","US08_CL_R4","US08","CL","Q06","S01","[NEEDS CLARIFICATION] When an active estimator disconnects during a voting round before submitting, should they be permanently excluded from that round’s completion count, or only excluded while disconnected?","","","","","","","","Pending"
"CLS0392","US08_CL_R4","US08","CL","Q07","S01","[NEEDS CLARIFICATION] If a disconnected estimator reconnects before reveal, can they still submit an estimate for the current round?","","","","","","","","Pending"
"CLS0393","US08_CL_R4","US08","CL","Q08","S01","[NEEDS CLARIFICATION] After estimates are revealed, who should be able to see them?","","","","","","","","Pending"
"CLS0394","US08_CL_R4","US08","CL","Q09","S01","[NEEDS CLARIFICATION] What should happen if the moderator closes voting when no estimates have been submitted?","","","","","","","","Pending"
"CLS0395","US08_CL_R4","US08","CL","Q10","S01","[NEEDS CLARIFICATION] Should late estimate submissions be blocked after a manual close/reveal?","","","","","","","","Pending"
"CLS0396","US08_CL_R5","US08","CL","Q01","S01","Is the required estimator set fixed at round start or recalculated dynamically as participants connect/disconnect during the round?","","","","","","","","Pending"
"CLS0397","US08_CL_R5","US08","CL","Q02","S01","If an active estimator disconnects before submitting, should their missing estimate immediately stop blocking reveal?","","","","","","","","Pending"
"CLS0398","US08_CL_R5","US08","CL","Q03","S01","When the moderator closes voting with zero submitted estimates, should the system reveal an empty result, cancel the round, or prevent closure?","","","","","","","","Pending"
"CLS0399","US08_CL_R5","US08","CL","Q04","S01","After reveal, should estimates be visible only to currently connected participants, or also to participants who reconnect later?","","","","","","","","Pending"
"CLS0400","US08_CL_R5","US08","CL","Q05","S01","Who is allowed to see hidden submission status before reveal: moderator only, all participants, or no one?","","","","","","","","Pending"
"CLS0401","US08_CL_R5","US08","CL","Q06","S01","[NEEDS CLARIFICATION] Is the required estimator set fixed at round start or recalculated dynamically as participants connect/disconnect during the round?","","","","","","","","Pending"
"CLS0402","US08_CL_R5","US08","CL","Q07","S01","[NEEDS CLARIFICATION] If an active estimator disconnects before submitting, should their missing estimate immediately stop blocking reveal?","","","","","","","","Pending"
"CLS0403","US08_CL_R5","US08","CL","Q08","S01","[NEEDS CLARIFICATION] When the moderator closes voting with zero submitted estimates, should the system reveal an empty result, cancel the round, or prevent closure?","","","","","","","","Pending"
"CLS0404","US08_CL_R5","US08","CL","Q09","S01","[NEEDS CLARIFICATION] After reveal, should estimates be visible only to currently connected participants, or also to participants who reconnect later?","","","","","","","","Pending"
"CLS0405","US08_CL_R5","US08","CL","Q10","S01","[NEEDS CLARIFICATION] Who is allowed to see hidden submission status before reveal: moderator only, all participants, or no one?","","","","","","","","Pending"
"CLS0406","US08_CO_R1","US08","CO","Q01","S01","When determining “every active estimator,” is the required estimator set fixed at round start or recalculated dynamically as participants connect/disconnect during the round?","","","","","","","","Pending"
"CLS0407","US08_CO_R1","US08","CO","Q02","S01","If an estimator disconnects after submitting but before reveal, should their stored estimate still be revealed?","","","","","","","","Pending"
"CLS0408","US08_CO_R1","US08","CO","Q03","S01","If the moderator closes voting when no estimates have been submitted, should the system create a reveal event with an empty result or leave the round unrevealed?","","","","","","","","Pending"
"CLS0409","US08_CO_R1","US08","CO","Q04","S01","After reveal, should participants who reconnect or join later be able to see the already revealed estimates for that round?","","","","","","","","Pending"
"CLS0410","US08_CO_R1","US08","CO","Q05","S01","Are spectators allowed to see revealed estimates after the reveal event, or only active estimators and moderators?","","","","","","","","Pending"
"CLS0411","US08_CO_R1","US08","CO","Q06","S01","[NEEDS CLARIFICATION] When determining “every active estimator,” is the required estimator set fixed at round start or recalculated dynamically as participants connect/disconnect during the round?","","","","","","","","Pending"
"CLS0412","US08_CO_R1","US08","CO","Q07","S01","[NEEDS CLARIFICATION] If an estimator disconnects after submitting but before reveal, should their stored estimate still be revealed?","","","","","","","","Pending"
"CLS0413","US08_CO_R1","US08","CO","Q08","S01","[NEEDS CLARIFICATION] If the moderator closes voting when no estimates have been submitted, should the system create a reveal event with an empty result or leave the round unrevealed?","","","","","","","","Pending"
"CLS0414","US08_CO_R1","US08","CO","Q09","S01","[NEEDS CLARIFICATION] After reveal, should participants who reconnect or join later be able to see the already revealed estimates for that round?","","","","","","","","Pending"
"CLS0415","US08_CO_R1","US08","CO","Q10","S01","[NEEDS CLARIFICATION] Are spectators allowed to see revealed estimates after the reveal event, or only active estimators and moderators?","","","","","","","","Pending"
"CLS0416","US08_CO_R2","US08","CO","Q01","S01","When an estimator disconnects during an active voting round before submitting, should they be permanently excluded from that round’s reveal condition, or only excluded while disconnected?","","","","","","","","Pending"
"CLS0417","US08_CO_R2","US08","CO","Q02","S01","If an estimator submitted an estimate and then disconnects before reveal, should their stored estimate still be revealed with the others?","","","","","","","","Pending"
"CLS0418","US08_CO_R2","US08","CO","Q03","S01","Can a participant who joins or reconnects after voting has started become an active estimator for the current round, or must they wait until the next round?","","","","","","","","Pending"
"CLS0419","US08_CO_R2","US08","CO","Q04","S01","When the moderator closes voting with no submitted estimates, should the system create a reveal event with an empty result, or leave the round unrevealed/closed without estimates?","","","","","","","","Pending"
"CLS0420","US08_CO_R2","US08","CO","Q05","S01","After reveal, should participants who were disconnected or joined late be able to see the revealed estimates when they view the round?","","","","","","","","Pending"
"CLS0421","US08_CO_R2","US08","CO","Q06","S01","[NEEDS CLARIFICATION] When an estimator disconnects during an active voting round before submitting, should they be permanently excluded from that round’s reveal condition, or only excluded while disconnected?","","","","","","","","Pending"
"CLS0422","US08_CO_R2","US08","CO","Q07","S01","[NEEDS CLARIFICATION] If an estimator submitted an estimate and then disconnects before reveal, should their stored estimate still be revealed with the others?","","","","","","","","Pending"
"CLS0423","US08_CO_R2","US08","CO","Q08","S01","[NEEDS CLARIFICATION] Can a participant who joins or reconnects after voting has started become an active estimator for the current round, or must they wait until the next round?","","","","","","","","Pending"
"CLS0424","US08_CO_R2","US08","CO","Q09","S01","[NEEDS CLARIFICATION] When the moderator closes voting with no submitted estimates, should the system create a reveal event with an empty result, or leave the round unrevealed/closed without estimates?","","","","","","","","Pending"
"CLS0425","US08_CO_R2","US08","CO","Q10","S01","[NEEDS CLARIFICATION] After reveal, should participants who were disconnected or joined late be able to see the revealed estimates when they view the round?","","","","","","","","Pending"
"CLS0426","US08_CO_R3","US08","CO","Q01","S01","When an active estimator disconnects after the round starts but before submitting, should they be removed from the reveal completion count immediately, only after moderator action, or only for the next round?","","","","","","","","Pending"
"CLS0427","US08_CO_R3","US08","CO","Q02","S01","If a disconnected estimator reconnects before reveal, should they regain eligibility and be required to submit for the current round? Answer in <=5 words.","","","","","","","","Pending"
"CLS0428","US08_CO_R3","US08","CO","Q03","S01","When voting is closed with no submitted estimates, should the round reveal an empty result set, stay hidden/open, or show a “no estimates submitted” result?","","","","","","","","Pending"
"CLS0429","US08_CO_R3","US08","CO","Q04","S01","After reveal, should estimates be visible to spectators as well as estimators and moderators, or only to participants eligible to estimate?","","","","","","","","Pending"
"CLS0430","US08_CO_R3","US08","CO","Q05","S01","If an estimator attempts to submit or change an estimate at the same moment the final required estimate triggers reveal, should the system accept the first stored value, reject late changes, or allow the latest value before broadcast?","","","","","","","","Pending"
"CLS0431","US08_CO_R3","US08","CO","Q06","S01","[NEEDS CLARIFICATION] When an active estimator disconnects after the round starts but before submitting, should they be removed from the reveal completion count immediately, only after moderator action, or only for the next round?","","","","","","","","Pending"
"CLS0432","US08_CO_R3","US08","CO","Q07","S01","[NEEDS CLARIFICATION] When voting is closed with no submitted estimates, should the round reveal an empty result set, stay hidden/open, or show a “no estimates submitted” result?","","","","","","","","Pending"
"CLS0433","US08_CO_R3","US08","CO","Q08","S01","[NEEDS CLARIFICATION] After reveal, should estimates be visible to spectators as well as estimators and moderators, or only to participants eligible to estimate?","","","","","","","","Pending"
"CLS0434","US08_CO_R3","US08","CO","Q09","S01","[NEEDS CLARIFICATION] If an estimator attempts to submit or change an estimate at the same moment the final required estimate triggers reveal, should the system accept the first stored value, reject late changes, or allow the latest value before broadcast?","","","","","","","","Pending"
"CLS0435","US08_CO_R4","US08","CO","Q01","S01","When an active estimator disconnects before submitting, should the reveal condition be recalculated immediately excluding them, or should the round continue waiting until moderator closure?","","","","","","","","Pending"
"CLS0436","US08_CO_R4","US08","CO","Q02","S01","If the moderator closes voting when no estimates have been submitted, should the system broadcast an empty reveal event, keep the round hidden/open, or cancel the round?","","","","","","","","Pending"
